,Date,Time,Stadium,City,Match Details,Team Bowling,Total Runs Conceeded,Total Wickets Taken,Bowler Name,Overs,Maidens,Runs,Wickets,No Balls,Wides,Economies
476,"May 03, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Mumbai Indians, 46th Match - Live Cricket Score, Commentary",Punjab Kings Innings,216,4,Nathan Ellis,4,0,34,2,0,0,8.50
477,"May 03, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Mumbai Indians, 46th Match - Live Cricket Score, Commentary",Punjab Kings Innings,216,4,Rahul Chahar,3,0,30,0,0,0,10.00
478,"May 03, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Mumbai Indians, 46th Match - Live Cricket Score, Commentary",Punjab Kings Innings,216,4,Harpreet Brar,2,0,21,0,0,0,10.50
479,"May 05, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Gujarat Titans, 48th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,118,10,Shami,4,0,27,1,0,2,6.80
480,"May 05, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Gujarat Titans, 48th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,118,10,Hardik Pandya (c),2,0,22,1,0,0,11.00
481,"May 05, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Gujarat Titans, 48th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,118,10,Rashid Khan,4,0,14,3,0,2,3.50
482,"May 05, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Gujarat Titans, 48th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,118,10,Joshua Little,4,0,24,1,0,0,6.00
483,"May 05, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Gujarat Titans, 48th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,118,10,Noor Ahmad,3,0,25,2,0,3,8.30
484,"May 05, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Gujarat Titans, 48th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,118,10,Mohit Sharma,0.5,0,5,0,0,0,6.00
485,"May 05, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Gujarat Titans, 48th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,119,1,Trent Boult,3,0,28,0,0,0,9.30
486,"May 05, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Gujarat Titans, 48th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,119,1,Sandeep Sharma,3,0,19,0,1,0,6.30
487,"May 05, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Gujarat Titans, 48th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,119,1,Adam Zampa,3,0,40,0,0,0,13.30
488,"May 05, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Gujarat Titans, 48th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,119,1,Yuzvendra Chahal,3.5,0,22,1,0,0,5.70
489,"May 05, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Gujarat Titans, 48th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,119,1,Ravichandran Ashwin,1,0,8,0,0,0,8.00
490,"May 06, ",03:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Mumbai Indians, 49th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,139,8,D Chahar,3,0,18,2,0,0,6.00
491,"May 06, ",03:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Mumbai Indians, 49th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,139,8,Tushar Deshpande,4,0,26,2,0,1,6.50
492,"May 06, ",03:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Mumbai Indians, 49th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,139,8,Ravindra Jadeja,4,0,37,1,0,2,9.20
493,"May 06, ",03:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Mumbai Indians, 49th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,139,8,Moeen,1,0,10,0,0,0,10.00
494,"May 06, ",03:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Mumbai Indians, 49th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,139,8,M Theekshana,4,0,28,0,0,0,7.00
495,"May 06, ",03:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Mumbai Indians, 49th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,139,8,Matheesha Pathirana,4,0,15,3,0,0,3.80
496,"May 06, ",03:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Mumbai Indians, 49th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,140,4,Cameron Green,1,0,10,0,1,1,10.00
497,"May 06, ",03:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Mumbai Indians, 49th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,140,4,Jofra Archer,4,0,24,0,0,1,6.00
498,"May 06, ",03:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Mumbai Indians, 49th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,140,4,Arshad Khan,1.4,0,28,0,0,0,16.80
499,"May 06, ",03:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Mumbai Indians, 49th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,140,4,Piyush Chawla,4,0,25,2,0,0,6.20
500,"May 06, ",03:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Mumbai Indians, 49th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,140,4,Raghav Goyal,4,0,33,0,0,0,8.20
501,"May 06, ",03:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Mumbai Indians, 49th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,140,4,Tristan Stubbs,2,0,14,1,0,0,7.00
502,"May 06, ",03:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Mumbai Indians, 49th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,140,4,Akash Madhwal,1,0,4,1,0,0,4.00
503,"May 06, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Royal Challengers Bangalore, 50th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,181,4,Khaleel Ahmed,4,0,45,1,0,2,11.20
504,"May 06, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Royal Challengers Bangalore, 50th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,181,4,Axar,3,0,17,0,0,0,5.70
505,"May 06, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Royal Challengers Bangalore, 50th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,181,4,Ishant,3,0,29,0,0,2,9.70
506,"May 06, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Royal Challengers Bangalore, 50th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,181,4,Mukesh Kumar,3,0,30,1,0,1,10.00
507,"May 06, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Royal Challengers Bangalore, 50th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,181,4,Mitchell Marsh,3,0,21,2,0,1,7.00
508,"May 06, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Royal Challengers Bangalore, 50th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,181,4,Kuldeep Yadav,4,0,37,0,0,0,9.20
509,"May 06, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Royal Challengers Bangalore, 50th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,187,3,Mohammed Siraj,2,0,28,0,0,1,14.00
510,"May 06, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Royal Challengers Bangalore, 50th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,187,3,Glenn Maxwell,1.4,0,14,0,0,0,8.40
511,"May 06, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Royal Challengers Bangalore, 50th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,187,3,Josh Hazlewood,3,0,29,1,1,0,9.70
512,"May 06, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Royal Challengers Bangalore, 50th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,187,3,Wanindu Hasaranga,4,0,32,0,0,0,8.00
513,"May 06, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Royal Challengers Bangalore, 50th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,187,3,Karn Sharma,3,0,33,1,0,0,11.00
514,"May 06, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Royal Challengers Bangalore, 50th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,187,3,Mahipal Lomror,1,0,13,0,0,0,13.00
515,"May 06, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Royal Challengers Bangalore, 50th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,187,3,Harshal Patel,2,0,32,1,0,1,16.00
516,"May 07, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Lucknow Super Giants, 51st Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,227,2,Mohsin Khan,3,0,42,1,0,2,14.00
517,"May 07, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Lucknow Super Giants, 51st Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,227,2,Avesh Khan,4,0,34,1,0,0,8.50
518,"May 07, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Lucknow Super Giants, 51st Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,227,2,Krunal Pandya (c),4,0,38,0,0,0,9.50
519,"May 07, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Lucknow Super Giants, 51st Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,227,2,Yash Thakur,4,0,48,0,0,1,12.00
520,"May 07, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Lucknow Super Giants, 51st Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,227,2,Ravi Bishnoi,2,0,21,0,0,1,10.50
521,"May 07, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Lucknow Super Giants, 51st Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,227,2,K Mayers,1,0,16,0,1,0,16.00
522,"May 07, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Lucknow Super Giants, 51st Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,227,2,Swapnil Singh,1,0,7,0,0,0,7.00
523,"May 07, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Lucknow Super Giants, 51st Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,227,2,Stoinis,1,0,20,0,0,0,20.00
524,"May 07, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Lucknow Super Giants, 51st Match - Live Cricket Score, Commentary",Gujarat Titans Innings,171,7,Mohammed Shami,4,0,37,1,0,1,9.20
525,"May 07, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Lucknow Super Giants, 51st Match - Live Cricket Score, Commentary",Gujarat Titans Innings,171,7,Hardik Pandya (c),3,0,37,0,0,2,12.30
526,"May 07, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Lucknow Super Giants, 51st Match - Live Cricket Score, Commentary",Gujarat Titans Innings,171,7,Rashid Khan,4,0,34,1,0,0,8.50
527,"May 07, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Lucknow Super Giants, 51st Match - Live Cricket Score, Commentary",Gujarat Titans Innings,171,7,Noor Ahmad,4,0,26,1,0,1,6.50
528,"May 07, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Lucknow Super Giants, 51st Match - Live Cricket Score, Commentary",Gujarat Titans Innings,171,7,Mohit Sharma,4,0,29,4,0,1,7.20
529,"May 07, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Lucknow Super Giants, 51st Match - Live Cricket Score, Commentary",Gujarat Titans Innings,171,7,Alzarri Joseph,1,0,5,0,0,0,5.00
530,"May 07, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Sunrisers Hyderabad, 52nd Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,214,2,Bhuvneshwar,,0,44,1,0,2,11.00
531,"May 07, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Sunrisers Hyderabad, 52nd Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,214,2,Marco Jansen,4,0,44,1,0,1,11.00
532,"May 07, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Sunrisers Hyderabad, 52nd Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,214,2,T Natarajan,4,0,36,0,0,1,9.00
533,"May 07, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Sunrisers Hyderabad, 52nd Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,214,2,Markande,4,0,51,0,0,0,12.80
534,"May 07, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Sunrisers Hyderabad, 52nd Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,214,2,Abhishek Sharma,2,0,15,0,0,0,7.50
535,"May 07, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Sunrisers Hyderabad, 52nd Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,214,2,Vivrant Sharma,2,0,18,0,0,1,9.00
536,"May 07, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Sunrisers Hyderabad, 52nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,217,6,Sandeep Sharma,4,0,48,0,1,0,12.00
537,"May 07, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Sunrisers Hyderabad, 52nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,217,6,Kuldip Yadav,4,0,50,1,0,0,12.50
538,"May 07, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Sunrisers Hyderabad, 52nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,217,6,Ravichandran Ashwin,4,0,35,1,0,3,8.80
539,"May 07, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Sunrisers Hyderabad, 52nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,217,6,Yuzvendra Chahal,4,0,29,4,0,0,7.20
540,"May 07, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Sunrisers Hyderabad, 52nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,217,6,Murugan Ashwin,3,0,42,0,0,0,14.00
541,"May 07, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Sunrisers Hyderabad, 52nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,217,6,Obed McCoy,1,0,13,0,0,1,13.00
542,"May 08, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Punjab Kings, 53rd Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,179,7,,3,0,32,0,0,1,10.70
543,"May 08, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Punjab Kings, 53rd Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,179,7,Harshit Rana,3,0,33,2,1,0,11.00
544,"May 08, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Punjab Kings, 53rd Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,179,7,Russell,1,0,19,0,1,0,19.00
545,"May 08, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Punjab Kings, 53rd Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,179,7,Chakaravarthy,4,0,26,3,0,1,6.50
546,"May 08, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Punjab Kings, 53rd Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,179,7,Suyash Sharma,4,0,26,1,0,1,6.50
547,"May 08, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Punjab Kings, 53rd Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,179,7,Narine,4,0,29,0,0,1,7.20
548,"May 08, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Punjab Kings, 53rd Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,179,7,Nitish Rana (c),1,0,7,1,0,0,7.00
549,"May 08, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Punjab Kings, 53rd Match - Live Cricket Score, Commentary",Punjab Kings Innings,182,5,Rishi Dhawan,2,0,15,0,0,0,7.50
550,"May 08, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Punjab Kings, 53rd Match - Live Cricket Score, Commentary",Punjab Kings Innings,182,5,Arshdeep Singh,4,0,39,0,0,1,9.80
551,"May 08, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Punjab Kings, 53rd Match - Live Cricket Score, Commentary",Punjab Kings Innings,182,5,Nathan Ellis,4,0,29,1,0,0,7.20
552,"May 08, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Punjab Kings, 53rd Match - Live Cricket Score, Commentary",Punjab Kings Innings,182,5,Sam Curran,3,0,44,0,0,1,14.70
553,"May 08, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Punjab Kings, 53rd Match - Live Cricket Score, Commentary",Punjab Kings Innings,182,5,Liam Livingstone,2,0,27,0,0,0,13.50
554,"May 08, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Punjab Kings, 53rd Match - Live Cricket Score, Commentary",Punjab Kings Innings,182,5,Harpreet Brar,1,0,4,1,0,0,4.00
555,"May 08, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Punjab Kings, 53rd Match - Live Cricket Score, Commentary",Punjab Kings Innings,182,5,Rahul Chahar,4,0,23,2,0,1,5.80
556,"May 10, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Delhi Capitals, 55th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,167,8,Khaleel Ahmed,4,0,32,1,0,2,8.00
557,"May 10, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Delhi Capitals, 55th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,167,8,Ishant,2,0,23,0,0,2,11.50
558,"May 10, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Delhi Capitals, 55th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,167,8,Lalit Yadav,3,0,34,1,0,0,11.30
559,"May 10, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Delhi Capitals, 55th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,167,8,Axar,4,0,27,2,0,0,6.80
560,"May 10, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Delhi Capitals, 55th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,167,8,Kuldeep Yadav,4,0,28,1,0,3,7.00
561,"May 10, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Delhi Capitals, 55th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,167,8,Mitchell Marsh,3,0,18,3,0,3,6.00
562,"May 10, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Delhi Capitals, 55th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,140,8,Deepak Chahar,3,0,28,2,0,1,9.30
563,"May 10, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Delhi Capitals, 55th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,140,8,Tushar Deshpande,3,0,18,0,0,0,6.00
564,"May 10, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Delhi Capitals, 55th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,140,8,Maheesh Theekshana,2,0,16,0,0,0,8.00
565,"May 10, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Delhi Capitals, 55th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,140,8,Ravindra Jadeja,4,0,19,1,0,0,4.80
566,"May 10, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Delhi Capitals, 55th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,140,8,Moeen Ali,4,0,16,0,0,0,4.00
567,"May 10, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Delhi Capitals, 55th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,140,8,Matheesha Pathirana,4,0,37,3,0,4,9.20
568,"May 11, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Rajasthan Royals, 56th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,149,8,Boult,3,0,15,2,0,0,5.00
569,"May 11, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Rajasthan Royals, 56th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,149,8,Sandeep Sharma,4,0,34,1,0,0,8.50
570,"May 11, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Rajasthan Royals, 56th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,149,8,Ashwin,4,0,32,0,0,0,8.00
571,"May 11, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Rajasthan Royals, 56th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,149,8,Root,2,0,14,0,0,0,7.00
572,"May 11, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Rajasthan Royals, 56th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,149,8,Chahal,4,0,25,4,0,0,6.20
573,"May 11, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Rajasthan Royals, 56th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,149,8,KM Asif,3,0,27,1,0,1,9.00
574,"May 11, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Rajasthan Royals, 56th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,151,1,Nitish Rana (c),1,0,26,0,0,0,26.00
575,"May 11, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Rajasthan Royals, 56th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,151,1,Harshit Rana,2,0,22,0,0,2,11.00
576,"May 11, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Rajasthan Royals, 56th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,151,1,Shardul Thakur,1.1,0,18,0,0,0,15.40
577,"May 11, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Rajasthan Royals, 56th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,151,1,Varun Chakaravarthy,3,0,28,0,0,1,9.30
578,"May 11, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Rajasthan Royals, 56th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,151,1,Sunil Narine,2,0,13,0,0,0,6.50
579,"May 11, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Rajasthan Royals, 56th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,151,1,Suyash Sharma,3,0,22,0,0,0,7.30
580,"May 11, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Rajasthan Royals, 56th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,151,1,Anukul Roy,1,0,20,0,0,0,20.00
581,"May 12, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Gujarat Titans, 57th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,218,5,,4,0,53,0,0,0,13.20
582,"May 12, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Gujarat Titans, 57th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,218,5,Mohit Sharma,4,0,43,1,0,0,10.80
583,"May 12, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Gujarat Titans, 57th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,218,5,Rashid Khan,4,0,30,4,0,0,7.50
584,"May 12, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Gujarat Titans, 57th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,218,5,Noor Ahmad,4,0,38,0,0,0,9.50
585,"May 12, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Gujarat Titans, 57th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,218,5,Alzarri Joseph,4,0,52,0,0,0,13.00
586,"May 12, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Gujarat Titans, 57th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,191,8,Jason Behrendorff,4,0,37,1,0,1,9.20
587,"May 12, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Gujarat Titans, 57th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,191,8,Akash Madhwal,4,0,31,3,0,0,7.80
588,"May 12, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Gujarat Titans, 57th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,191,8,Chris Jordan,4,0,34,0,0,0,8.50
589,"May 12, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Gujarat Titans, 57th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,191,8,Piyush Chawla,4,0,36,2,0,0,9.00
590,"May 12, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Gujarat Titans, 57th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,191,8,Kumar Kartikeya,3,0,37,2,0,2,12.30
